disease	drug	proximity	pval
Memory Disorders	doxapram	2	0.751749009
Memory Disorders	doxazosin	1.2	0.000323018
Memory Disorders	doxepin	1.421052632	2.59E-08
Memory Disorders	doxercalciferol	1	0.320545911
Memory Disorders	doxorubicin	1.5	0.721228136
Memory Disorders	doxylamine	1	0.001058811
Memory Disorders	dronabinol	2	0.561112998
Memory Disorders	dronedarone	1.6	0.014320329
Memory Disorders	droperidol	0.5	1.16E-05
Memory Disorders	drospirenone	1.25	0.56667581
Memory Disorders	drotaverine	2	0.751749009
Memory Disorders	drotrecogin alfa	1.333333333	0.000961955
Memory Disorders	droxidopa	1.2	5.08E-07
Memory Disorders	dulaglutide	2	0.840487282
Memory Disorders	duloxetine	0.666666667	3.50E-07
Memory Disorders	dupilumab	2	0.757502749
Memory Disorders	durvalumab	2	0.591605943
Memory Disorders	duvelisib	2	0.859492427
Memory Disorders	dyclonine	2	0.490891907
Memory Disorders	dydrogesterone	1	0.25241154
Memory Disorders	dyphylline	1.625	0.025866338
Memory Disorders	ecallantide	2	0.617911422
Memory Disorders	echothiophate	3	0.967648201
Memory Disorders	econazole	1	0.087559238
Memory Disorders	eculizumab	2	0.685059521
Memory Disorders	edotreotide gallium ga-68	1.5	0.018246327
Memory Disorders	edoxaban	1	0.086520653
Memory Disorders	edrophonium	2.5	0.945585741
Memory Disorders	efalizumab	1.9	0.754957659
Memory Disorders	eflornithine	2	0.722330182
Memory Disorders	efmoroctocog alfa	2	0.723014943
Memory Disorders	elagolix	2	0.337981481
Memory Disorders	eletriptan	1.714285714	0.105523915
Memory Disorders	elexacaftor	1	0.43054705
Memory Disorders	eliglustat	2	0.595346406
Memory Disorders	elotuzumab	3	0.994503024
Memory Disorders	eltrombopag	2	0.655955894
Memory Disorders	eluxadoline	1.666666667	0.401468682
Memory Disorders	emapalumab	1	0.004445649
Memory Disorders	emedastine	1	0.002281057
Memory Disorders	emicizumab	1	0.009061508
Memory Disorders	enalapril	0	2.17E-08
Memory Disorders	enalaprilat	1	4.10E-05
Memory Disorders	enasidenib	1	0.003525365
Memory Disorders	encainide	2	0.778249187
Memory Disorders	encorafenib	1	0.219484845
Memory Disorders	enflurane	1.789473684	0.014674401
Memory Disorders	enfortumab vedotin	2	0.585053801
Memory Disorders	enoxacin	1	0.22776105
Memory Disorders	enoxaparin	1.5	0.243017017
Memory Disorders	enoximone	1	0.115168379
Memory Disorders	enprofylline	1.666666667	0.072904679
Memory Disorders	entacapone	0	0.008347098
Memory Disorders	entrectinib	1.333333333	0.180257156
Memory Disorders	enzacamene	0.75	0.272551234
Memory Disorders	ephedrine	1.5	0.066109881
Memory Disorders	epicriptine	0.8	1.16E-08
Memory Disorders	epinastine	1.5	0.030916338
Memory Disorders	epinephrine	1	4.64E-05
Memory Disorders	epirubicin	1.5	0.581795756
Memory Disorders	eplerenone	2	0.762430572
Memory Disorders	epoprostenol	1.666666667	0.101129541
Memory Disorders	eprosartan	0	0.001312448
Memory Disorders	eptifibatide	0	0.004841239
Memory Disorders	erdafitinib	1.555555556	0.932370596
Memory Disorders	erenumab	3	0.999003728
Memory Disorders	ergocalciferol	1.954545455	0.69043787
Memory Disorders	ergoloid mesylate	1.448275862	4.59E-09
Memory Disorders	ergometrine	1	0.011309699
Memory Disorders	ergotamine	1.3125	4.32E-12
Memory Disorders	eribulin	0.5	0.018845503
Memory Disorders	erlotinib	1	0.097085996
Memory Disorders	erythrityl tetranitrate	1	0.019995565
Memory Disorders	erythromycin	1.5	0.136081021
Memory Disorders	erythropoietin	2	0.85898277
Memory Disorders	escitalopram	1.2	1.71E-10
Memory Disorders	esketamine	0.8	1.51E-09
Memory Disorders	eslicarbazepine	2	0.608508994
Memory Disorders	eslicarbazepine acetate	2	0.588058934
Memory Disorders	esmolol	1	0.054414259
Memory Disorders	esomeprazole	2	0.873155721
Memory Disorders	estazolam	1.733333333	0.006244441
Memory Disorders	estradiol	1.142857143	0.316742541
Memory Disorders	estradiol acetate	1.142857143	0.236585908
Memory Disorders	estradiol benzoate	1.142857143	0.262629032
Memory Disorders	estradiol cypionate	1.142857143	0.266482173
Memory Disorders	estradiol dienanthate	1.142857143	0.297728001
Memory Disorders	estradiol valerate	1.142857143	0.308052766
Memory Disorders	estramustine	0.75	0.107716776
Memory Disorders	estriol	0.666666667	0.282829544
Memory Disorders	estrone	0.8	0.020484636
Memory Disorders	eszopiclone	1.846153846	0.037767843
Memory Disorders	etacrynic acid	1.5	0.575199231
Memory Disorders	etafedrine	0	0.104310429
Memory Disorders	etanercept	1.538461538	0.086684988
Memory Disorders	etelcalcetide	1	0.019968885
Memory Disorders	ethanol	1.818181818	0.020925654
Memory Disorders	ethanolamine oleate	2	0.724743793
Memory Disorders	ethchlorvynol	1.846153846	0.021481258
Memory Disorders	ethinamate	1	0.000149131
Memory Disorders	ethinylestradiol	0.666666667	0.058586432
Memory Disorders	ethosuximide	2	0.413802929
Memory Disorders	ethotoin	1.5	0.352506804
Memory Disorders	ethynodiol diacetate	0.5	0.242497251
Memory Disorders	etidronic acid	1.5	0.682030489
Memory Disorders	etodolac	1.666666667	0.688448681
Memory Disorders	etomidate	1.857142857	0.064721245
Memory Disorders	etonogestrel	0.5	0.247443801
Memory Disorders	etoposide	1	0.147550021
Memory Disorders	etoricoxib	2	0.738188339
Memory Disorders	eugenol	1	0.352634263
Memory Disorders	everolimus	1	0.356651587
Memory Disorders	exemestane	1	0.000137263
Memory Disorders	exenatide	2	0.927507585
Memory Disorders	ezetimibe	2	0.461175093
Memory Disorders	ezogabine	1.5	0.007057017
Memory Disorders	famotidine	2	0.370312142
Memory Disorders	febuxostat	2	0.515010203
Memory Disorders	fedratinib	1.333333333	0.603068068
Memory Disorders	felbamate	0.333333333	5.46E-07
Memory Disorders	felodipine	1.923076923	0.788400853
Memory Disorders	fenfluramine	0.5	1.96E-13
Memory Disorders	fenofibrate	1.333333333	0.079429601
Memory Disorders	fenofibric acid	1.2	0.062853394
Memory Disorders	fenoldopam	1.375	0.000410524
Memory Disorders	fenoprofen	1.25	0.128219863
Memory Disorders	fenoterol	0.333333333	1.59E-06
Memory Disorders	fentanyl	1.25	0.008024464
Memory Disorders	ferric cation	1	0.272551234
Memory Disorders	ferric pyrophosphate citrate	1.4	0.083999184
Memory Disorders	ferrous ascorbate	1.571428571	0.137129708
Memory Disorders	ferrous fumarate	1.571428571	0.14114681
Memory Disorders	ferrous gluconate	1.571428571	0.165185045
Memory Disorders	ferrous glycine sulfate	1.571428571	0.124374816
Memory Disorders	ferrous succinate	1.571428571	0.113624305
Memory Disorders	fesoterodine	2	0.557909678
Memory Disorders	fexofenadine	1	0.003304639
Memory Disorders	filgrastim	1	0.028824696
Memory Disorders	finafloxacin	1	0.272551234
Memory Disorders	fingolimod	1.5	0.566780568
Memory Disorders	fish oil	1.615384615	0.028613396
Memory Disorders	flavin adenine dinucleotide	1.653846154	0.029459707
Memory Disorders	flavin mononucleotide	1.5	0.048947432
Memory Disorders	flavone	1.666666667	0.234059755
Memory Disorders	flavoxate	2	0.652019234
Memory Disorders	flecainide	1.5	0.197303992
Memory Disorders	flibanserin	1.666666667	0.283760342
Memory Disorders	floxuridine	2	0.841463827
Memory Disorders	fluciclovine (18f)	1.076923077	1.12E-08
Memory Disorders	flucytosine	1	0.262421471
Memory Disorders	fludarabine	2	0.940285096
Memory Disorders	fludrocortisone	1.5	0.741713308
Memory Disorders	flufenamic acid	1.333333333	0.21788076
Memory Disorders	flumazenil	1.846153846	0.033723078
Memory Disorders	flumethasone	1	0.460172163
Memory Disorders	flunarizine	1.6	0.130788028
Memory Disorders	flunisolide	1	0.384606001
Memory Disorders	flunitrazepam	1.777777778	0.016478133
Memory Disorders	fluocinolone acetonide	1.5	0.716238162
Memory Disorders	fluocinonide	1	0.013472051
Memory Disorders	fluorometholone	1	0.419528061
Memory Disorders	fluorouracil	2	0.801839363
Memory Disorders	fluoxetine	1.571428571	0.054194053
Memory Disorders	fluoxymesterone	1.2	0.71885515
Memory Disorders	flupentixol	1.2	0.001978499
Memory Disorders	fluphenazine	1	0.000101595
Memory Disorders	flurandrenolide	1	0.443484292
Memory Disorders	flurazepam	1.733333333	0.004298074
Memory Disorders	flurbiprofen	2	0.811511449
Memory Disorders	fluspirilene	1.333333333	0.025914738
Memory Disorders	flutamide	1	0.058530744
Memory Disorders	fluticasone	1.25	0.309171441
Memory Disorders	fluticasone furoate	1.333333333	0.529001723
Memory Disorders	fluticasone propionate	1.25	0.306573446
Memory Disorders	fluvastatin	1.5	0.698996013
Memory Disorders	fluvoxamine	0.5	0.000166622
Memory Disorders	folic acid	1.5	0.028475261
Memory Disorders	follitropin	2	0.690579534
Memory Disorders	fondaparinux	1.5	0.246735914
Memory Disorders	foreskin fibroblast (neonatal)	1.2	0.003871224
Memory Disorders	foreskin keratinocyte (neonatal)	1.181818182	0.00078888
Memory Disorders	formoterol	0.333333333	2.22E-05
Memory Disorders	fosinopril	0	1.59E-06
Memory Disorders	fosnetupitant	2	0.56945295
Memory Disorders	fosphenytoin	2	0.757502749
Memory Disorders	fospropofol	1.5	0.019817239
Memory Disorders	fostamatinib	1.527027027	0.919656694
Memory Disorders	framycetin	2	0.874012986
Memory Disorders	fremanezumab	2	0.663277069
Memory Disorders	frovatriptan	2	0.528933159
Memory Disorders	fructose	2	0.66431338
Memory Disorders	furosemide	2	0.642821747
Memory Disorders	gabapentin	1.666666667	0.111298564
Memory Disorders	gabapentin enacarbil	2	0.474861447
Memory Disorders	gadopentetic acid	2	0.854650686
Memory Disorders	galantamine	2.2	0.976734451
Memory Disorders	galcanezumab	2	0.56945295
Memory Disorders	gallamine triethiodide	2.2	0.867296143
Memory Disorders	gallium nitrate	1.5	0.25241154
Memory Disorders	galsulfase	1	0.121151694
Memory Disorders	gamma-aminobutyric acid	2	0.702582685
Memory Disorders	gamma-hydroxybutyric acid	2.5	0.955661376
Memory Disorders	ganirelix	2	0.427763274
Memory Disorders	gemcitabine	1.666666667	0.538421004
Memory Disorders	gemeprost	2	0.749274974
Memory Disorders	gemfibrozil	1.5	0.140507573
Memory Disorders	gemtuzumab ozogamicin	2	0.924476301
Memory Disorders	gentamicin	0.5	0.000222043
Memory Disorders	gestrinone	1	0.20585357
Memory Disorders	gilteritinib	1.888888889	0.469764003
Memory Disorders	gimeracil	2	0.585053801
Memory Disorders	ginkgo biloba	1.8	0.330105687
Memory Disorders	ginseng	1	0.005681591
Memory Disorders	glasdegib	1	0.01684862
Memory Disorders	glatiramer	2	0.701397079
Memory Disorders	gliclazide	1.5	0.180380817
Memory Disorders	glimepiride	1.666666667	0.171072146
Memory Disorders	glipizide	1	0.044065343
Memory Disorders	gliquidone	2.5	0.960015745
Memory Disorders	glucagon	2	0.835008146
Memory Disorders	gluconolactone	2	0.518725996
Memory Disorders	glucosamine	1	0.021286118
Memory Disorders	glutamic acid	1.686567164	0.000216545
Memory Disorders	glutathione	1.868421053	0.554505455
Memory Disorders	glutathione disulfide	2	0.712400734
Memory Disorders	glutethimide	1.846153846	0.04382071
Memory Disorders	glyburide	1.666666667	0.3027067
Memory Disorders	glycerin	1.75	0.810773258
Memory Disorders	glycine	1.8	0.363013622
Memory Disorders	glycine betaine	0	0.02871656
Memory Disorders	glycol salicylate	2	0.778249187
Memory Disorders	glycolic acid	2	0.801418106
Memory Disorders	glycopyrronium	2	0.717170456
Memory Disorders	glycyrrhizic acid	0.833333333	0.000705458
Memory Disorders	glymidine	1.5	0.117394053
Memory Disorders	golimumab	0	0.016518772
Memory Disorders	golodirsen	1	0.111496931
Memory Disorders	gonadorelin	2	0.363244662
Memory Disorders	goserelin	2	0.568754885
Memory Disorders	granisetron	2	0.550480794
Memory Disorders	griseofulvin	2	0.486763654
Memory Disorders	guaiacol	1	0.43054705
Memory Disorders	guaifenesin	0.857142857	5.74E-08
Memory Disorders	guanabenz	2	0.665061123
Memory Disorders	guanadrel	2	0.608508994
Memory Disorders	guanethidine	2	0.601210972
Memory Disorders	guanfacine	2	0.707607565
Memory Disorders	guanidine	1.75	0.666099886
Memory Disorders	guselkumab	2	0.636008977
Memory Disorders	halazepam	1.733333333	0.01012231
Memory Disorders	halcinonide	1	0.019968885
Memory Disorders	halofantrine	1	0.120839882
Memory Disorders	haloperidol	1.444444444	2.97E-05
Memory Disorders	halothane	1.555555556	1.26E-06
Memory Disorders	heparin	1.833333333	0.831618299
Memory Disorders	hesperidin	1	0.288034908
Memory Disorders	hexachlorophene	1.333333333	0.730431844
Memory Disorders	hexafluronium	3	0.925282178
Memory Disorders	hexocyclium	2	0.654644697
Memory Disorders	hexylcaine	2	0.702594767
Memory Disorders	hexylresorcinol	1.333333333	0.323539202
Memory Disorders	histamine	1.8	0.111666881
Memory Disorders	histrelin	2	0.389537016
Memory Disorders	homatropine	2	0.537207996
Memory Disorders	homatropine methylbromide	2	0.555049547
Memory Disorders	homosalate	0.666666667	0.25241154
Memory Disorders	human c1-esterase inhibitor	1.666666667	0.418654172
Memory Disorders	human immunoglobulin g	1.9	0.673804228
Memory Disorders	human thrombin	1.375	0.000665469
Memory Disorders	huperzine a	2	0.723014943
Memory Disorders	hyaluronic acid	1.5	0.124825637
Memory Disorders	hydralazine	1.666666667	0.735418856
Memory Disorders	hydrochlorothiazide	1.5	0.086520653
Memory Disorders	hydrocodone	1.666666667	0.265090128
Memory Disorders	hydrocortisone	1	0.337981481
Memory Disorders	hydrocortisone acetate	1.333333333	0.353763247
Memory Disorders	hydrocortisone butyrate	1.333333333	0.427391248
Memory Disorders	hydrocortisone cypionate	1.333333333	0.389537016
Memory Disorders	hydrocortisone phosphate	1.333333333	0.411225003
Memory Disorders	hydrocortisone probutate	1.333333333	0.405583694
Memory Disorders	hydrocortisone valerate	1.333333333	0.421132355
Memory Disorders	hydroflumethiazide	1.375	0.003827837
Memory Disorders	hydromorphone	1.666666667	0.426427642
Memory Disorders	hydroquinone	2	0.528933159
Memory Disorders	hydroxocobalamin	2	0.583463269
Memory Disorders	hydroxychloroquine	2	0.781407238
Memory Disorders	hydroxyprogesterone caproate	1	0.288034908
Memory Disorders	hydroxyurea	2	0.804647084
Memory Disorders	hydroxyzine	1	0.004954394
Memory Disorders	hyoscyamine	2	0.69400948
Memory Disorders	hypromellose	2	0.488987956
Memory Disorders	ibalizumab	1.666666667	0.89487522
Memory Disorders	ibandronate	2	0.702218206
Memory Disorders	ibritumomab tiuxetan	2	0.941294255
Memory Disorders	ibrutinib	1	0.337981481
Memory Disorders	ibuprofen	1.3	0.063717073
Memory Disorders	ibutilide	2	0.725368776
Memory Disorders	icatibant	1.5	0.050668656
Memory Disorders	icosapent	1.636363636	0.327055713
Memory Disorders	idarubicin	1	0.232658061
Memory Disorders	idelalisib	2	0.701882467
Memory Disorders	idursulfase	1	0.106681352
Memory Disorders	ifenprodil	0.5	0.003791328
Memory Disorders	ifosfamide	1	0.068846728
Memory Disorders	iloperidone	1.363636364	0.000536348
Memory Disorders	iloprost	1.375	0.00032906
Memory Disorders	imatinib	1.375	0.741565225
Memory Disorders	imipramine	1.36	2.60E-09
Memory Disorders	imiquimod	2	0.634758496
Memory Disorders	indacaterol	0	0.113874097
Memory Disorders	indapamide	2	0.66615524
Memory Disorders	indecainide	2	0.782461207
Memory Disorders	indigotindisulfonic acid	1.428571429	0.008730126
Memory Disorders	indomethacin	1.666666667	0.375324702
Memory Disorders	infliximab	0	0.014515165
Memory Disorders	ingenol mebutate	0.5	0.174385383
Memory Disorders	inotuzumab ozogamicin	2	0.728106448
Memory Disorders	insulin aspart	1	0.284692637
Memory Disorders	insulin degludec	1	0.227272062
Memory Disorders	insulin detemir	1	0.245462781
Memory Disorders	insulin glargine	1	0.267469697
Memory Disorders	insulin glulisine	1	0.27626994
Memory Disorders	insulin human	1	0.072984216
Memory Disorders	insulin lispro	1	0.270223881
Memory Disorders	insulin pork	1.666666667	0.619907565
Memory Disorders	"interferon alfa-2a, recombinant"	2	0.865855393
Memory Disorders	interferon alfa-2b	2	0.854956475
Memory Disorders	interferon alfa-n1	2	0.870787574
Memory Disorders	interferon alfa-n3	2	0.843398827
Memory Disorders	interferon alfacon-1	2	0.826157111
Memory Disorders	interferon beta-1a	2	0.852974754
Memory Disorders	interferon beta-1b	2	0.849034716
Memory Disorders	interferon gamma-1b	2	0.735015578
Memory Disorders	iopodic acid	2	0.5
Memory Disorders	ipilimumab	2	0.742596867
Memory Disorders	ipratropium	2	0.684853493
Memory Disorders	irbesartan	0.5	0.000111639
Memory Disorders	irinotecan	1.5	0.247443801
Memory Disorders	iron	1.571428571	0.114798629
Memory Disorders	iron dextran	1.4	0.084809646
Memory Disorders	iron sucrose	2	0.590280184
Memory Disorders	isavuconazole	1.444444444	0.02429749
Memory Disorders	isocarboxazid	1.5	0.010455593
Memory Disorders	isoetharine	0.5	0.047460101
Memory Disorders	isoflurane	1.75	0.013515586
Memory Disorders	isoflurophate	2	0.726380631
Memory Disorders	isometheptene	1	0.000683139
Memory Disorders	isoniazid	1.5	0.022148416
Memory Disorders	isoprenaline	0.75	2.56E-06
Memory Disorders	isopropamide	2	0.652061235
Memory Disorders	isopropyl alcohol	1.785714286	0.806832866
Memory Disorders	isosorbide	0.333333333	0.006003758
Memory Disorders	isosorbide dinitrate	1	0.057811688
Memory Disorders	isosorbide mononitrate	2	0.617911422
Memory Disorders	isotretinoin	1	0.188898652
Memory Disorders	isradipine	2	0.635289414
Memory Disorders	istradefylline	1.5	0.129212426
Memory Disorders	itraconazole	2	0.575927349
Memory Disorders	ivabradine	2	0.615900914
Memory Disorders	ivacaftor	1	0.460172163
Memory Disorders	ivermectin	1	0.006744007
Memory Disorders	ivosidenib	2	0.762430572
Memory Disorders	ixabepilone	1	0.320545911
Memory Disorders	ixekizumab	2	0.592688763
Memory Disorders	kappadione	1.142857143	4.56E-05
Memory Disorders	ketamine	1.608695652	8.40E-05
Memory Disorders	ketazolam	2	0.540469522
Memory Disorders	ketoconazole	1	0.00099307
Memory Disorders	ketoprofen	1.666666667	0.347493335
Memory Disorders	ketorolac	2	0.739863102
Memory Disorders	ketotifen	1.5	0.252208327
Memory Disorders	keyhole limpet hemocyanin	2	0.651217293
Memory Disorders	l-glutamine	1.666666667	0.594427243
Memory Disorders	l-lysine	2	0.889431578
Memory Disorders	labetalol	0.8	2.54E-05
Memory Disorders	lacidipine	1.888888889	0.598557485
Memory Disorders	lacosamide	1.5	0.018911456
Memory Disorders	lactose	1.5	0.301665886
Memory Disorders	lamotrigine	1.625	7.23E-05
Memory Disorders	lanadelumab	2	0.629927932
Memory Disorders	lanreotide	1	5.90E-05
Memory Disorders	lansoprazole	1	0.26951327
Memory Disorders	larotrectinib	1.333333333	0.253381398
